"","app_name","category.x","price.x","rating.x","rating_count.x","size_bytes_Mb.x","player_age.x","version.x","source.x","category.y","price.y","rating.y","rating_count.y","size_bytes_Mb.y","player_age.y","version.y","source.y"
"121","GMX Mail","Productivity",0,4.5,102,96,"4+","6.2","apple","Utilities",0,4.3,"258556",NA,"4+",NA,"google"
"122","Google Classroom","Education",0,4,5942,137,"4+","2.2017.21202","apple","Education",0,4.2,"69493",NA,"4+",NA,"google"
"123","Google Docs","Productivity",0,4.5,64259,191,"4+","1.2017.20203","apple","Productivity",0,4.3,"815981",NA,"4+",NA,"google"
"124","Google Earth","Travel",0,3.5,446185,35,"4+","7.1.6","apple","Travel",0,4.3,"2338655",NA,"4+","9.2.17.13","google"
"125","Google Play Movies & TV","Entertainment",0,3,1195,62,"12+","2.10.0106","apple","Photo and Video",0,3.7,"906384",NA,"12+",NA,"google"
"126","Google Sheets","Productivity",0,4.5,24602,279,"4+","1.2017.20204","apple","Productivity",0,4.3,"496399",NA,"4+",NA,"google"
"127","Google Slides","Productivity",0,4,9920,238,"4+","1.2017.20204","apple","Productivity",0,4.2,"244567",NA,"4+",NA,"google"
"128","Google Street View","Travel",0,4,1450,91,"4+","2.9.0","apple","Travel",0,4.2,"2129689",NA,"4+",NA,"google"
"129","Google Translate","Utilities",0,3.5,26786,62,"4+","5.10.0","apple","Utilities",0,4.4,"5745093",NA,"4+",NA,"google"
"130","Grand Theft Auto: San Andreas","Games",6.99,4,32533,1965,"17+","2.0","apple","Games",6.99,4.4,"348962",26,"17+","1.08","google"
"131","GroupMe","Social Networking",0,4.5,28260,64,"4+","5.9.0","apple","Utilities",0,4.5,"330761",NA,"4+",NA,"google"
"132","H&M","Shopping",0,3,687,26,"4+","2.21.0","apple","Lifestyle",0,3.7,"41941",14,"4+","9.6.3","google"
"133","H*nest Meditation","Entertainment",1.99,4.5,55,88,"17+","1.3","apple","Lifestyle",1.99,4.9,"145",48,"17+","1.0","google"
"134","Hangouts","Social Networking",0,4,36404,90,"4+","16.0.0","apple","Utilities",0,4,"3419249",NA,"4+",NA,"google"
"135","Hay Day","Games",0,4.5,567344,108,"4+","1.33.134","apple","Education",0,4.5,"10053186",94,"4+","1_39_93","google"
"136","Hill Climb Racing","Games",0,4.5,108183,103,"9+","1.33.0","apple","Games",0,4.4,"8923587",63,"4+","1.37.2","google"
"137","Hill Climb Racing 2","Games",0,4.5,33854,115,"9+","1.5.1","apple","Games",0,4.6,"2750410",NA,"4+","1.17.2","google"
"138","Hitman GO","Games",4.99,4.5,8673,1047,"9+","1.12.9","apple","Education",0.99,4.6,"84114",23,"9+","1.13.108869","google"
"139","Hitman Sniper","Games",0.99,4.5,8452,1103,"17+","2.1.12","apple","Games",0.99,4.6,"408292",29,"17+","1.7.110758","google"
"140","Hot Wheels: Race Off","Games",0,4.5,3141,234,"4+","1.1.5768","apple","Education",0,4.5,"520609",NA,"4+",NA,"google"
"141","Hungry Shark Evolution","Games",0,4.5,83784,306,"12+","4.8","apple","Games",0,4.5,"6074334",100,"12+","6.0.0","google"
"142","Hungry Shark World","Games",0,4.5,24057,908,"12+","2.1.0","apple","Games",0,4.5,"1242855",27,"12+","3.0.0","google"
"143","I am Bread","Games",4.99,3.5,1394,1034,"4+","1.5","apple","Games",4.99,4,"630",20,"4+","1.6.1","google"
"144","iFunny :)","Entertainment",0,3.5,98344,64,"17+","4.6.8","apple","Education",0,4.4,"503757",NA,"17+",NA,"google"
"145","Indeed Job Search","Business",0,4,38681,4,"4+","4.3","apple","Business",0,4.3,"674730",NA,"4+",NA,"google"
"146","Infinite Painter","Productivity",0,4,65,21,"4+","1.5","apple","Lifestyle",0,4.1,"36815",29,"4+","6.1.61.1","google"
"147","Ingress","Games",0,3.5,2739,121,"9+","1.119.0","apple","Games",0,4.3,"391325",43,"4+","1.131.2","google"
"148","Injustice: Gods Among Us","Games",0,4.5,612532,1745,"12+","2.15.1","apple","Games",0,4.4,"2440877",32,"12+","2.21","google"
"149","Inside Out Thought Bubbles","Games",0,4.5,21881,157,"4+","1.19.0","apple","Education",0,4.4,"623398",58,"4+","1.22.0","google"
"150","Instagram","Photo and Video",0,4.5,2161558,109,"12+","10.23","apple","Social Networking",0,4.5,"66577313",NA,"12+",NA,"google"
"151","Jetpack Joyride","Games",0,4.5,405647,104,"9+","1.9.24","apple","Games",0,4.4,"4638163",96,"9+","1.10.12","google"
"152","Just Dance Now","Games",0,3.5,2535,65,"4+","1.6.6","apple","Games",0,4.2,"794058",56,"4+","2.3.0","google"
"153","Kids A-Z","Education",0,3.5,2887,96,"4+","3.10.0","apple","Education",0,4.2,"26426",30,"4+","4.1.0","google"
"154","Kik","Social Networking",0,4,260965,145,"12+","11.21.0","apple","Utilities",0,4.3,"2451136",NA,"12+",NA,"google"
"155","King of Avalon: Dragon Warfare","Games",0,4,3326,183,"9+","3.0.2","apple","Education",0,4.2,"306652",64,"9+","4.6.4","google"
"156","LEGO Batman: DC Super Heroes","Games",4.99,4,7717,1086,"9+","1.7","apple","Education",4.99,4.2,"2557",5.8,"9+",NA,"google"
"157","LEGO® Friends","Games",4.99,4,400,731,"4+","1.2.67152","apple","Education",4.99,4.4,"854",6.9,"4+",NA,"google"
"158","LEGO® Juniors Create & Cruise","Games",0,4,6152,230,"4+","6.3.1519","apple","Education",0,4.1,"673203",73,"4+","6.7.5222","google"
"159","LinkedIn","Social Networking",0,3.5,71856,261,"4+","9.1.32","apple","Social Networking",0,4.2,"1225339",NA,"4+","4.1.202","google"
"160","Mad Libs","Entertainment",0,3,117889,113,"4+","3.3.3","apple","Education",0,4,"8126",61,"4+","1.1.1","google"
"161","Mad Skills Motocross","Games",0.99,4.5,9341,16,"12+","3.7.0","apple","Games",0,4,"32522",44,"4+","1.2.0","google"
"162","MARVEL Avengers Academy","Games",0,4,17376,163,"9+","1.15.0","apple","Games",0,4.2,"304106",NA,"12+","2.8.2","google"
"163","MARVEL Contest of Champions","Games",0,4.5,233599,828,"12+","13.1.0","apple","Games",0,4.3,"2468063",92,"12+","19.1.0","google"
"164","MARVEL Future Fight","Games",0,4.5,20906,1288,"9+","3.0.0","apple","Education",0,4.6,"2354042",72,"9+","4.2.0","google"
"165","McDonald's","Food and Drink",0,2,4050,193,"4+","5.4.1","apple","Food and Drink",0,3.6,"145323",42,"4+","5.15.0","google"
"166","Messenger","Social Networking",0,3,351466,263,"4+","119.0","apple","Social Networking",0,4.1,"68025",3.9,"4+","1.0","google"
"167","Microsoft Excel","Productivity",0,4.5,24430,308,"4+","2.1","apple","Productivity",0,4.5,"1079491",NA,"4+","16.0.10325.20059","google"
"168","Microsoft OneNote","Productivity",0,4.5,39638,223,"4+","16.0","apple","Productivity",0,4.4,"480643",NA,"4+","16.0.10325.20024","google"
"169","Microsoft PowerPoint","Productivity",0,4,10939,321,"4+","2.1","apple","Productivity",0,4.5,"618798",NA,"4+","16.0.10325.20043","google"
"170","Microsoft Word","Productivity",0,4.5,47999,319,"4+","2.1","apple","Productivity",0,4.5,"2084126",NA,"4+","16.0.10325.20043","google"
"171","Mobile Strike","Games",0,3.5,24935,244,"12+","3.22.515","apple","Education",0,3.9,"903392",NA,"9+","3.30.4.207","google"
"172","MORTAL KOMBAT X","Games",0,4.5,114475,1658,"17+","1.13","apple","Games",0,4.4,"3039889",18,"17+","1.18.2","google"
"173","MTV","Entertainment",0,2.5,5987,109,"12+","4.0.0","apple","Entertainment",0,3.8,"35279",15,"12+","11.45.0","google"
"174","Muscle Premium - Human Anatomy, Kinesiology, Bones","Medical",19.99,4.5,406,1051,"12+","7.1.02","apple","Medical",24.99,4.2,"168",25,"4+","7.1.17","google"
"175","My College Bookstore","Shopping",0,2.5,225,9,"4+","2.4.2","apple","Shopping",0,3.2,"661",7.6,"4+","3.0.2","google"
"176","My Emma :)","Games",0,4.5,8412,130,"4+","2.7.0","apple","Education",0,4.1,"245839",76,"4+","2.7.0","google"
"177","My Horse","Games",0,4.5,293857,288,"4+","1.30.0","apple","Education",0,4.5,"1333338",8.7,"4+","1.34.1","google"
"178","My Little Pony: Harmony Quest","Entertainment",0,4,2265,681,"4+","1.4","apple","Education",0,4.1,"148295",26,"4+","1.6","google"
"179","My Movies Pro - Movie & TV Collection Library","Utilities",7.99,4.5,1309,91,"12+","2.28","apple","Lifestyle",7.99,4.6,"6477",20,"4+","2.26 Build 17","google"
"180","My Talking Angela","Games",0,4.5,54549,380,"4+","3.1.1","apple","Games",0,4.5,"9881829",99,"4+","3.7.2.51","google"
"181","My Talking Pet","Entertainment",1.99,4.5,9035,49,"4+","2.4","apple","Entertainment",4.99,4.6,"6238",NA,"4+",NA,"google"
"182","My Talking Tom","Games",0,4.5,123859,244,"4+","4.1.2","apple","Games",0,4.5,"14891223",NA,"4+","4.8.0.132","google"
"183","myAT&T","Utilities",0,3,108507,65,"4+","5.3","apple","Productivity",0,3.7,"80847",NA,"4+",NA,"google"
"184","myChevrolet","Lifestyle",0,2,1083,82,"17+","3.6.0","apple","Lifestyle",0,3.5,"6747",NA,"4+",NA,"google"
"185","Narcos: Cartel Wars","Games",0,4.5,4490,171,"12+","1.1.13","apple","Education",0,4.7,"244797",52,"12+","1.24.09","google"
"186","NASCAR MOBILE","Sports",0,4,16385,67,"4+","6.3.0","apple","Sports",0,4.2,"80900",21,"4+","7.1.7.4","google"
"187","NBA","Sports",0,3.5,43682,107,"4+","2013.4.3","apple","Sports",0,4.4,"108318",35,"4+","2017.7.1","google"
"188","NBA JAM by EA SPORTS™","Games",4.99,4,21648,391,"4+","1.1.35","apple","Education",4.99,4.3,"56444",43,"4+","04.00.40","google"
"189","NBA LIVE Mobile Basketball","Games",0,4,40619,133,"4+","1.5.2","apple","Sports",0,4.4,"1690802",58,"4+","2.3.1","google"
"190","NBC News","News",0,3.5,32881,50,"12+","5.11.0","apple","News",0,4.1,"63020",NA,"9+",NA,"google"
"191","NBC Sports","Sports",0,2.5,47172,123,"4+","5.4","apple","Sports",0,3.1,"78442",25,"4+","5.12.4","google"
"192","NCAA Sports","Sports",0,2,636,37,"4+","3.0.9","apple","Sports",0,3.9,"4272",16,"4+","3.0.13","google"
"193","Need for Speed™ No Limits","Games",0,4.5,34998,1036,"4+","2.2.3","apple","Games",0,4.4,"3344300",22,"9+","2.12.1","google"
"194","Netflix","Entertainment",0,3.5,308844,119,"4+","9.21.3","apple","Entertainment",0,4.4,"5456208",NA,"12+",NA,"google"
"195","NFL","Sports",0,2.5,27317,125,"4+","14.1.4","apple","Sports",0,4.1,"459795",NA,"4+",NA,"google"
"196","NHL","Sports",0,3.5,15554,153,"4+","8.6.1","apple","Sports",0,4,"68935",48,"4+","9.4.0","google"
"197","Nick","Entertainment",0,3.5,13237,36,"4+","3.2","apple","Entertainment",0,4.2,"123279",25,"9+","2.0.8","google"
"198","Nyan Cat: Lost In Space","Games",0,4.5,76392,92,"4+","9.0","apple","Games",0,4.5,"371318",90,"9+","10.1.6","google"
"199","OK K.O.! Lakewood Plaza Turbo","Games",0,4.5,430,1540,"9+","1.3.0","apple","Education",0,4.5,"76608",24,"9+","1.3.1","google"
"200","Out There Chronicles - Ep. 1","Games",1.99,4,87,104,"12+","1.0.3","apple","Education",2.99,4.4,"1516",44,"4+","1.0.4","google"
"201","PAC-MAN","Games",0,3,508808,96,"4+","6.3.5","apple","Games",0,4.2,"685981",37,"4+","6.6.3","google"
"202","PAC-MAN Pop","Games",0,4.5,1000,236,"4+","2.1.6471","apple","Education",0,4.3,"24877",54,"4+","2.1.6579","google"
"203","Paprika Recipe Manager","Food and Drink",4.99,4.5,1755,10,"17+","2.2.2","apple","Food and Drink",4.99,4.1,"1268",2.3,"4+","1.4.4","google"
"204","PBS KIDS Video","Education",0,3.5,8651,55,"4+","3.0.5","apple","Education",0,4.2,"36212",NA,"4+",NA,"google"
"205","Peggle Blast","Games",0,4,11528,434,"9+","2.10.0","apple","Games",0,4.1,"166251",19,"4+","2.16.0","google"
"206","Peppa Pig: Party Time","Education",0.99,2,9,240,"4+","1.1.6","apple","Education",2.99,3.8,"52",55,"4+","1.2.1","google"
"207","PES CLUB MANAGER","Games",0,4.5,3216,1200,"4+","1.5.2","apple","Sports",0,4.4,"783025",NA,"4+","1.7.2","google"
"208","PewDiePie's Tuber Simulator","Games",0,5,90851,254,"9+","1.9.1","apple","Education",0,4.8,"1499466",96,"12+","1.25.0","google"
"209","Philips Hue","Lifestyle",0,1.5,1999,70,"4+","2.11.0","apple","Lifestyle",0,3.1,"10006",53,"4+","3.2.0","google"
"210","Photo Editor-","Photo and Video",0,4.5,9095,45,"4+","5.0.4","apple","Photo and Video",0,4.3,"68070",NA,"4+",NA,"google"
"211","Photo Editor by Aviary","Photo and Video",0,4.5,39501,35,"12+","4.6.1","apple","Photo and Video",0,4.4,"1490732",21,"4+","4.8.4","google"
"212","PicsArt Photo Studio: Collage Maker & Pic Editor","Photo and Video",0,4.5,29078,119,"12+","9.8","apple","Photo and Video",0,4.5,"7594559",34,"12+","9.40.3","google"
"213","Pineapple Pen","Games",0,4.5,6430,93,"4+","1.4","apple","Games",0,4.3,"157264",65,"4+","1.31","google"
"214","Pinterest","Social Networking",0,4.5,1061624,71,"12+","6.26","apple","Social Networking",0,4.6,"4305441",NA,"12+",NA,"google"
"215","Plants vs. Zombies™ 2","Games",0,4.5,267394,94,"9+","6.0.1","apple","Education",0,4.4,"567632",15,"9+","6.8.1","google"
"216","Plants vs. Zombies™ Heroes","Games",0,4.5,16305,147,"9+","1.14.13","apple","Education",0,4.4,"379415",68,"4+","1.28.01","google"
"217","Please, Don't Touch Anything","Games",4.99,4,379,54,"9+","1.0.3","apple","Education",4.99,4.4,"1771",46,"12+","1.1.0","google"
"218","Pocket Yoga","Health and Fitness",2.99,4.5,4475,126,"4+","5.3.2","apple","Health and Fitness",2.99,4.4,"2107",NA,"4+",NA,"google"
"219","Pokémon GO","Games",0,3,257627,277,"9+","1.33.1","apple","Games",0,4.1,"10424925",85,"4+","0.111.3","google"
"220","Pou","Games",0,4.5,3783,39,"4+","1.4.69","apple","Games",0,4.3,"10485308",24,"4+","1.4.77","google"
"221","Premier League - Official App","Sports",0,3.5,791,71,"12+","1.0.31","apple","Sports",0,4.3,"63580",24,"4+","1.1.5","google"
"222","Puffin Browser Pro","Utilities",3.99,3.5,7565,61,"17+","5.2.0","apple","Utilities",3.99,4,"18247",NA,"4+","7.5.3.20547","google"
"223","Puffin Web Browser","Utilities",0,4,11677,64,"17+","5.2.2","apple","Utilities",0,4.3,"541389",NA,"4+","7.5.3.20547","google"
"224","Real Basketball","Games",0,4.5,198050,67,"4+","1.9","apple","Sports",0,4.5,"1605267",NA,"4+",NA,"google"
"225","Real Racing 3","Games",0,4.5,164483,834,"4+","5.3.0","apple","Education",0,4.5,"354384",71,"4+","6.4.0","google"
"226","Red Ball 4","Games",0.99,4.5,9818,101,"4+","1.3.11","apple","Games",0,4.4,"1432447",59,"4+","1.3.21","google"
"227","Redbox","Entertainment",0,3,60236,80,"12+","5.24","apple","Entertainment",0,4.1,"115033",30,"4+","7.5.0","google"
"228","Regal Cinemas","Entertainment",0,4.5,13257,73,"4+","4.3.2","apple","Entertainment",0,4.3,"32732",NA,"4+",NA,"google"
"229","Retro City Rampage DX","Games",4.99,4.5,68,15,"12+","1.0.1","apple","Games",2.99,4.7,"416",16,"12+","1.0.5","google"
"230","Riptide GP: Renegade","Games",2.99,4.5,412,103,"9+","1.1.0","apple","Games",2.99,4.7,"4328",NA,"9+","1.2.1","google"
"231","RISK: Global Domination","Games",0,4,5217,212,"9+","1.11.38","apple","Education",0,4,"68559",75,"4+","1.19.56.434","google"
"232","ROBLOX","Games",0,4.5,183621,110,"12+","2.293.126451","apple","Games",0,4.5,"4447388",67,"9+","2.347.225742","google"
"233","RollerCoaster Tycoon® Classic","Games",5.99,4,1794,405,"4+","1.1.6","apple","Games",5.99,4.6,"10795",69,"4+","1.2.1.1712080","google"
"234","Rolling Sky","Games",0,4.5,30670,132,"4+","1.5.2","apple","Games",0,4.5,"1117212",50,"4+",NA,"google"
"235","Sago Mini Babies","Education",2.99,4,70,101,"4+","1.2","apple","Education",3.99,4.5,"253",83,"4+","1.1","google"
"236","Score! Hero","Games",0,4.5,85395,163,"4+","1.55","apple","Games",0,4.6,"5418675",96,"4+","1.751","google"
"237","Seven - 7 Minute Workout Training Challenge","Health and Fitness",0,4.5,6808,136,"4+","5.1.1","apple","Health and Fitness",0,4.5,"75571",NA,"4+","7.2.5","google"
"238","Shadow Fight 2","Games",0,4.5,99206,138,"12+","1.9.29","apple","Games",0,4.6,"10979062",88,"9+","1.9.38","google"
"239","Shopkins World!","Games",0,4,3047,630,"4+","2.7.5","apple","Education",0,4.3,"169609",34,"4+","3.6.1","google"
"240","SHOWTIME","Entertainment",0,2.5,1214,25,"17+","2.0.2","apple","Entertainment",0,4.2,"12398",NA,"12+",NA,"google"
"241","SimCity BuildIt","Games",0,4.5,198338,92,"4+","1.16.94","apple","Education",0,4.5,"4218587",100,"9+","1.23.3.75024","google"
"242","Sky News","News",0,3,118,87,"12+","4.6","apple","News",0,4,"30287",19,"9+","4.11.0.611033","google"
"243","slither.io","Games",0,3.5,107817,31,"4+","1.4.2","apple","Games",0,4.4,"5234162",NA,"4+",NA,"google"
"244","Smash Hit","Games",0,4.5,126233,93,"4+","1.4.0","apple","Games",0,4.5,"4147718",79,"4+","1.4.0","google"
"245","Smashy Road: Arena","Games",0,4.5,3207,199,"9+","1.1.4","apple","Games",0,4.3,"45558",53,"9+","1.1.9","google"
"246","Snapchat","Photo and Video",0,2.5,323905,194,"12+","10.9.2.0","apple","Social Networking",0,4,"17014787",NA,"12+",NA,"google"
"247","Snapseed","Photo and Video",0,4,8683,135,"4+","2.17","apple","Photo and Video",0,4.5,"823109",NA,"4+","2.19.0.201907232","google"
"248","SNCF","Travel",0,1.5,7,117,"4+","7.22","apple","Travel",0,3.4,"15750",NA,"4+",NA,"google"
"249","Solitaire","Games",0,4.5,679055,97,"4+","4.11.2","apple","Games",0,4.7,"254258",23,"4+","2.137.0","google"
"250","Sonic Dash","Games",0,4.5,418033,178,"4+","3.7.1","apple","Games",0,4.5,"3778921",75,"4+","3.8.5.Go","google"
"251","SONIC Drive-In","Food and Drink",0,4,1645,68,"4+","3.0.0","apple","Food and Drink",0,4.3,"19314",43,"4+","3.3.6","google"
"252","Southwest Airlines","Travel",0,3,30552,85,"4+","4.5.1","apple","Travel",0,3.9,"24781",8.3,"4+","5.6.1","google"
"253","Speedtest by Ookla","Utilities",0,3.5,65016,23,"4+","3.8.2","apple","Utilities",0,4.4,"1028794",NA,"4+",NA,"google"
"254","Star Chart","Education",0,4.5,13482,27,"4+","3.98","apple","Education",0,4.3,"128808",NA,"4+",NA,"google"
"255","Star Wars™: Galaxy of Heroes","Games",0,4.5,122260,114,"9+","0.8.0","apple","Education",0,4.5,"1461698",67,"9+","0.12.334385","google"
"256","Starbucks","Food and Drink",0,4.5,303856,129,"4+","4.3.5","apple","Food and Drink",0,4.5,"455377",35,"4+","4.11.1","google"
"257","STARZ","Entertainment",0,3.5,8971,105,"17+","3.3.1","apple","Entertainment",0,4.3,"88185",NA,"17+",NA,"google"
"258","Storm Shield","Weather",2.99,4.5,2516,25,"12+","3.8.3","apple","Weather",0,3.5,"2000",14,"4+","4.1.12","google"
"259","Subway Surfers","Games",0,4.5,706110,149,"9+","1.72.1","apple","Games",0,4.5,"27722264",76,"9+","1.90.0","google"
"260","sugar, sugar","Games",0.99,4.5,139,25,"4+","2.0","apple","Education",1.2,4.2,"1405",9.5,"4+","2.7","google"
